Pid,Date,Index,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend %,Employees,Optionable,Shortable,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next 5Y,EPS past 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Earnings,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROI,Gross Margin,Oper. Margin,Profit Margin,Payout,Shs Outstand,Shs Float,Short Float / Ratio,Short Interest,Target Price,52W Range,52W High,52W Low,RSI (14),Rel Volume,Avg Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf Year,Perf YTD,Beta,ATR,Volatility,Prev Close,Price
NMRK,20230817,RUT,1.21B,30.50M,2.38B,6.85,1.51,0.12,1.74%,6300,Yes,Yes,39.88,5.51,3.99,0.51,1.01,4.56,-,0.80,0.80,1.43,0.19,0.17,34.30%,0.29,-88.20%,10.00%,-19.80%,11.10%,-59.10%,-85.90%,Jul 28 BMO,4.90%,0.00%,66.40%,-6.44%,0.70%,2.60%,7.70%,98.80%,4.20%,1.30%,69.70%,173.94M,140.66M,2.06% / 3.49,2.90M,7.33,5.07 - 11.35,-39.18%,36.23%,43.17,0.93,831.34K,-10.39%,-4.96%,19.58%,-22.38%,-38.50%,-13.43%,1.73,0.28,3.05% 4.22%,6.94,6.90
NNBR,20230817,-,99.61M,-50.70M,497.60M,3.33,0.30,-,-,3363,Yes,Yes,-,-,-,0.20,0.63,6.97,-,1.30,2.20,1.01,0.96,-1.12,52.90%,-0.07,-1.50%,15.00%,-24.00%,-4.30%,-0.20%,-51.00%,Aug 03 AMC,0.50%,-,75.40%,-6.06%,-9.30%,-28.60%,-6.60%,13.80%,-4.90%,-10.20%,-,46.36M,42.49M,3.42% / 6.57,1.45M,4.50,0.97 - 3.25,-35.08%,118.20%,32.73,0.33,220.97K,-13.88%,-28.23%,70.16%,-4.09%,-10.21%,40.67%,2.85,0.21,7.20% 8.55%,2.21,2.11
NNI,20230817,RUT,3.50B,186.50M,2.10B,86.99,3.24,1.04,1.12%,8237,Yes,Yes,18.67,-,-,1.66,1.07,28.71,10.38,-,-,4.23,4.01,4.99,-,-,5.90%,-6.91%,18.40%,10.60%,-43.80%,-89.60%,Aug 07 AMC,0.40%,-0.52%,49.90%,-2.07%,1.00%,5.80%,2.10%,54.90%,10.50%,8.90%,20.40%,37.47M,15.74M,0.74% / 2.51,0.12M,90.00,78.41 - 101.60,-8.35%,18.76%,30.96,0.83,46.63K,-2.93%,-6.18%,-2.72%,-2.27%,2.42%,2.61%,0.83,1.30,0.89% 1.11%,93.69,93.12
NNOX,20230817,RUT,559.46M,-103.30M,9.20M,3.75,1.33,-,-,180,Yes,Yes,-,-,-,60.81,2.53,7.16,-,3.40,3.40,0.02,0.02,-1.96,31.30%,-0.27,-69.10%,-,-,-,33.30%,48.70%,Aug 17 BMO,13.43%,0.00%,17.70%,9.02%,-37.00%,-44.30%,-51.80%,-70.30%,-,-,-,55.16M,47.75M,14.71% / 4.45,7.02M,32.00,5.31 - 22.69,-58.13%,78.91%,26.32,3.52,1.58M,-7.95%,-37.66%,-45.15%,16.56%,-41.54%,28.73%,1.60,0.81,7.99% 6.16%,9.04,9.50
NOA,20230817,-,613.91M,59.80M,640.40M,9.48,0.62,0.30,1.28%,208,Yes,Yes,12.17,6.74,1.11,0.96,2.49,37.90,-,0.80,1.20,1.22,1.10,1.94,30.20%,0.64,31.00%,11.00%,64.70%,21.30%,15.20%,63.50%,Jul 26 AMC,2.50%,0.00%,71.60%,-0.31%,8.40%,25.70%,7.40%,15.10%,9.90%,9.30%,11.50%,26.41M,24.27M,0.76% / 2.48,0.19M,29.68,9.20 - 26.30,-10.15%,156.85%,56.50,0.71,74.52K,-1.58%,25.03%,22.25%,53.34%,108.38%,76.74%,1.47,0.80,2.71% 3.80%,24.08,23.63
NOAH,20230817,-,829.08M,126.90M,430.70M,19.39,10.80,0.38,2.99%,2884,Yes,Yes,6.96,4.83,-,1.92,0.66,1.19,8.35,3.20,3.20,0.00,0.00,1.84,15.20%,-,-26.60%,-,2.50%,1.90%,1.00%,-22.30%,May 30 AMC,84.60%,0.00%,45.30%,-0.79%,7.90%,9.80%,7.70%,-,30.70%,29.50%,0.00%,69.47M,40.10M,1.46% / 10.29,0.59M,21.11,11.78 - 21.53,-40.32%,9.08%,33.55,1.63,56.97K,-10.45%,-13.47%,-19.13%,-37.29%,-34.27%,-17.10%,1.05,0.60,4.51% 3.65%,12.51,12.85
NODK,20230817,RUT,270.19M,-21.40M,361.00M,11.20,2.52,-,-,230,No,Yes,-,-,-,0.75,1.16,5.14,-,-,-,0.00,0.00,-1.00,-,-,-740.50%,-,-42.20%,12.00%,28.00%,82.20%,May 08 AMC,66.71%,0.00%,25.80%,-1.95%,-3.30%,-8.70%,-21.40%,-,-7.90%,-5.90%,-,21.28M,7.00M,0.28% / 1.97,0.02M,-,12.06 - 15.28,-15.31%,7.30%,34.44,1.10,9.86K,-0.99%,-8.03%,-1.37%,-6.57%,-9.38%,-2.49%,0.29,0.26,1.68% 1.52%,13.17,12.94
NOG,20230817,RUT,3.71B,1.22B,2.22B,15.94,0.16,1.52,3.75%,33,Yes,Yes,2.86,5.30,-,1.67,2.54,250.93,-,1.00,1.00,1.18,1.18,14.17,4.97%,1.72,11.50%,-1.30%,48.60%,49.60%,8.00%,-31.40%,Aug 02 AMC,12.70%,-1.21%,81.50%,0.35%,39.60%,124.80%,37.60%,79.50%,62.20%,55.00%,8.40%,88.80M,81.56M,12.05% / 6.50,9.83M,47.67,24.21 - 42.86,-5.53%,67.24%,59.15,0.86,1.51M,-2.27%,12.82%,33.63%,18.95%,42.97%,31.38%,1.98,1.12,2.17% 2.63%,40.01,40.49
NOGN,20230817,-,7.93M,-52.70M,85.90M,-7.71,0.05,-,-,213,No,Yes,-,-,-,0.09,-,13.22,-,0.10,0.40,-,-,-4.94,69.10%,-0.90,89.40%,-,-,-,-33.70%,0.40%,Aug 14 AMC,25.20%,146.13%,19.80%,-78.10%,-86.50%,81.40%,340.40%,42.70%,-51.10%,-61.30%,-,10.67M,7.50M,0.67% / 0.31,0.05M,5.50,0.67 - 230.20,-99.70%,4.48%,34.08,2.85,162.97K,-9.08%,-32.04%,-62.37%,-94.62%,-99.66%,-95.45%,0.38,0.10,15.52% 9.55%,0.71,0.70
NOK,20230817,-,21.60B,4.55B,27.73B,4.19,1.43,0.11,2.84%,86896,Yes,Yes,4.68,8.20,0.70,0.78,0.90,2.63,201.29,1.30,1.60,0.25,0.21,0.81,12.20%,0.09,158.10%,6.72%,51.60%,1.50%,-2.80%,-35.40%,Jul 20 BMO,-,-,7.80%,3.75%,9.90%,19.90%,16.20%,39.90%,9.10%,16.40%,12.30%,5.55B,5.30B,0.29% / 0.95,15.37M,5.99,3.75 - 5.19,-27.36%,0.53%,33.47,0.84,16.23M,-4.56%,-4.31%,-6.22%,-20.30%,-27.08%,-18.75%,0.97,0.07,1.27% 1.32%,3.76,3.77
NOMD,20230817,-,3.10B,230.10M,3.33B,16.72,2.24,-,-,7535,Yes,Yes,13.51,10.34,4.24,0.93,1.07,7.97,9.43,0.70,1.20,0.82,0.81,1.32,10.85%,0.37,41.00%,3.19%,13.10%,8.50%,6.90%,-33.90%,Aug 09 BMO,16.19%,0.00%,85.70%,-3.90%,3.30%,8.00%,6.40%,28.00%,11.50%,6.90%,0.00%,173.70M,146.22M,0.70% / 1.99,1.03M,23.44,12.50 - 19.76,-9.67%,42.80%,51.09,0.81,515.21K,-0.83%,-1.38%,1.42%,0.96%,-8.18%,3.54%,0.72,0.45,2.89% 2.34%,17.38,17.85
NOTE,20230817,RUT,381.39M,-244.10M,119.20M,1.06,0.35,-,-,720,Yes,Yes,-,-,-,3.20,2.71,8.17,-,1.10,1.10,1.26,1.26,-1.86,16.70%,-0.15,21.90%,-,-,-,20.70%,5.80%,Aug 09 BMO,1.40%,4.85%,40.30%,174.33%,-56.80%,-,-45.30%,80.00%,-,-,-,133.08M,113.53M,5.28% / 3.35,6.00M,6.04,1.31 - 12.30,-76.67%,119.08%,43.64,0.36,1.79M,14.34%,-27.16%,36.02%,-15.59%,-68.15%,-54.66%,0.34,0.30,9.40% 10.14%,2.86,2.87
NOVA,20230817,RUT,1.59B,-258.20M,673.00M,11.96,1.59,-,-,1170,Yes,Yes,-,-,-,2.36,1.13,8.47,-,1.00,1.30,4.58,4.41,-2.24,24.10%,-0.16,-13.40%,-14.00%,-0.20%,48.60%,13.20%,-106.20%,Jul 26 AMC,0.70%,-14.71%,127.98%,7.76%,-3.00%,-19.90%,-1.30%,40.10%,-22.70%,-38.40%,-,116.24M,106.84M,28.26% / 7.86,30.19M,31.12,12.46 - 29.13,-53.66%,8.35%,28.74,1.35,3.84M,-14.12%,-41.96%,-14.88%,-26.99%,-48.75%,-25.04%,2.07,1.13,6.77% 6.13%,14.26,13.50
NOW,20230817,S&P 500,110.42B,1.42B,8.02B,33.95,23.37,-,-,20433,Yes,Yes,78.26,44.42,3.05,13.77,16.01,23.26,47.88,1.10,1.10,0.21,0.21,6.95,23.06%,2.55,41.00%,25.67%,34.10%,30.40%,22.70%,5120.00%,Jul 26 AMC,0.10%,-22.56%,90.80%,-0.19%,10.80%,25.80%,4.30%,78.50%,6.30%,17.80%,0.00%,204.02M,203.47M,1.32% / 1.93,2.69M,637.80,337.00 - 614.36,-11.51%,61.32%,41.14,0.71,1.40M,-2.05%,-9.88%,10.29%,17.19%,9.44%,40.02%,1.02,14.34,2.33% 2.60%,549.50,543.64
NPCE,20230817,-,112.27M,-46.00M,48.60M,0.83,2.50,-,-,167,No,Yes,-,-,-,2.31,5.33,1.77,-,6.60,7.50,2.59,2.59,-1.86,9.80%,-0.42,11.90%,-,-,-,61.80%,30.80%,Aug 08 AMC,18.30%,0.00%,73.20%,-1.41%,-38.30%,-133.70%,-46.50%,71.20%,-74.40%,-87.30%,-,25.47M,23.23M,2.03% / 14.16,0.47M,7.00,1.22 - 6.45,-31.47%,262.30%,55.99,0.16,33.35K,-1.78%,2.79%,2.79%,-5.15%,-13.33%,196.64%,2.27,0.34,8.02% 7.30%,4.40,4.42
NRBO,20230817,-,15.25M,-13.70M,-,0.62,1.09,-,-,4,No,Yes,-,-,-,-,0.93,0.53,-,7.30,7.30,0.00,0.00,-7.93,18.60%,-0.20,72.60%,-,-,-,-,99.50%,Aug 09 AMC,0.10%,0.00%,3.30%,-7.26%,-43.70%,-60.60%,-,-,-,-,-,40.47M,24.05M,0.35% / 0.21,0.08M,6.00,0.36 - 63.85,-99.09%,60.34%,56.35,0.32,406.95K,-3.42%,13.42%,0.70%,-19.47%,-95.21%,-19.30%,-0.05,0.05,10.37% 10.00%,0.58,0.58
NRDS,20230817,RUT,672.00M,0.60M,597.50M,4.75,0.87,-,-,770,Yes,Yes,875.00,41.27,-,1.12,1.84,10.01,47.32,5.20,5.20,0.00,0.00,0.01,310.00%,-0.08,77.30%,-,-,-,14.50%,-1.00%,Aug 02 AMC,11.10%,0.26%,54.50%,0.53%,0.10%,0.20%,-2.70%,91.50%,-1.00%,0.10%,0.00%,76.80M,44.47M,3.56% / 3.26,1.58M,16.67,7.62 - 21.74,-59.75%,14.83%,33.09,0.75,484.84K,-6.02%,-18.38%,-2.34%,-51.39%,-21.74%,-8.85%,1.55,0.52,3.00% 5.64%,8.85,8.75
NRDY,20230817,RUT,648.85M,-49.50M,171.60M,0.41,0.58,-,-,700,Yes,Yes,-,53.90,-,3.78,10.12,7.14,-,3.60,3.60,0.00,0.00,-0.55,260.00%,-0.08,-764.40%,-,-,-,15.60%,-135.60%,Aug 08 AMC,12.30%,-0.17%,66.30%,-5.75%,-37.50%,-116.90%,-193.70%,69.60%,-40.80%,-28.80%,-,94.45M,73.33M,5.34% / 4.13,3.92M,6.07,1.80 - 5.37,-22.72%,130.47%,42.54,0.61,948.58K,-3.49%,-5.47%,20.29%,30.09%,10.37%,84.44%,2.12,0.31,7.15% 7.06%,4.23,4.15
NREF,20230817,RUT,290.13M,-3.10M,76.50M,22.53,2.25,2.00,11.91%,1,Yes,Yes,-,8.45,-,3.79,0.75,7.48,-,-,-,19.59,18.68,-0.27,2.16%,0.47,-90.70%,-,14.49%,-,-18.10%,-51.90%,Jul 27 BMO,1.40%,3.24%,71.50%,-0.85%,0.00%,0.70%,0.20%,37.40%,17.70%,3.60%,772.50%,17.12M,16.50M,1.34% / 4.86,0.22M,17.67,12.39 - 22.35,-24.88%,35.53%,52.24,0.60,45.61K,-1.93%,5.20%,22.17%,-11.07%,-20.97%,8.07%,1.72,0.54,3.21% 3.22%,16.84,16.79
NRGV,20230817,RUT,410.14M,-109.40M,153.10M,1.73,0.75,-,-,170,Yes,Yes,-,-,-,2.68,1.66,3.83,-,2.60,2.60,0.00,0.00,-0.78,52.90%,-0.16,-177.80%,-,-,-,3961.40%,-306.50%,Aug 08 BMO,5.90%,-0.87%,40.90%,14.35%,-28.90%,-39.80%,-29.20%,14.60%,-80.50%,-71.40%,-,142.76M,113.21M,9.26% / 8.64,10.48M,6.75,1.35 - 6.72,-57.14%,113.33%,45.23,0.73,1.21M,-8.57%,-4.95%,35.21%,-24.61%,-49.65%,-7.69%,0.26,0.29,7.70% 9.20%,3.05,2.88
NRIX,20230817,RUT,419.66M,-157.40M,60.90M,4.79,5.72,-,-,297,Yes,Yes,-,-,-,6.89,1.78,1.49,-,4.00,4.00,0.00,0.00,-2.97,-16.70%,-0.85,-35.80%,-,-,-,169.30%,55.80%,Jul 13 AMC,0.20%,-7.03%,94.40%,-5.49%,-39.40%,-53.40%,-60.50%,-,-,-,-,54.26M,46.67M,11.94% / 19.32,5.57M,27.25,8.34 - 17.64,-51.59%,2.40%,36.31,0.50,288.39K,-9.44%,-12.23%,-14.69%,-17.49%,-46.96%,-22.22%,1.63,0.47,3.47% 4.66%,8.60,8.54
NRP,20230817,-,826.78M,212.60M,389.00M,39.01,0.85,3.00,4.59%,54,Yes,Yes,5.12,-,-,2.13,1.68,77.27,2.71,1.00,1.00,0.37,0.30,12.79,-,-,178.40%,0.00%,39.40%,9.80%,-8.30%,-24.30%,Aug 04 BMO,29.06%,0.00%,38.50%,1.57%,24.90%,46.30%,46.10%,-,77.80%,54.70%,14.71%,12.63M,8.96M,0.44% / 2.02,0.04M,96.00,36.04 - 69.40,-5.75%,81.51%,64.95,1.06,19.46K,-0.20%,17.18%,32.17%,19.76%,59.68%,25.65%,0.34,2.43,3.07% 4.00%,64.98,65.41
NRSN,20230817,-,12.28M,-13.50M,-,0.25,0.32,-,-,14,No,Yes,-,-,-,-,3.52,2.73,-,2.80,2.80,0.03,0.03,-1.16,-,-,-190.50%,-,-,-,-,-33.60%,Aug 16 BMO,36.88%,0.00%,0.60%,-63.24%,-160.30%,-206.40%,-,-,-,-,-,11.79M,8.28M,0.24% / 0.27,0.02M,7.25,0.86 - 2.91,-69.76%,2.33%,28.46,0.34,72.11K,-12.87%,-37.14%,-49.43%,-47.31%,-59.45%,-27.87%,-0.82,0.14,15.01% 13.39%,0.91,0.88
NRXP,20230817,-,25.18M,-37.30M,-,0.00,0.22,-,-,2,Yes,Yes,-,-,-,-,-,1.53,-,1.00,1.00,-,-,-0.56,32.10%,-0.14,91.90%,-,-,-,-,22.50%,Aug 14 AMC,2.40%,0.00%,7.20%,13.53%,-142.50%,-303.30%,-,-,-,-,-,67.45M,51.17M,2.07% / 2.35,1.06M,4.67,0.30 - 1.54,-78.25%,11.67%,39.42,0.53,449.78K,8.06%,-18.09%,-50.73%,-68.69%,-57.20%,-69.82%,0.85,0.04,11.18% 9.14%,0.33,0.34
NSA,20230817,-,2.86B,96.30M,839.00M,14.55,0.50,2.24,6.88%,1155,Yes,Yes,30.34,26.06,2.76,3.41,2.24,65.04,53.00,-,-,2.83,2.83,1.07,-6.44%,0.28,0.60%,11.00%,133.50%,24.50%,8.30%,16.50%,Aug 07 AMC,6.70%,0.43%,88.90%,0.12%,1.60%,7.00%,5.70%,-,37.20%,11.50%,205.80%,88.31M,82.31M,2.83% / 2.78,2.33M,38.67,30.91 - 58.05,-43.88%,5.40%,39.95,2.24,835.57K,1.88%,-7.65%,-12.82%,-21.83%,-42.70%,-9.80%,0.72,0.87,2.48% 2.50%,32.49,32.58
NSIT,20230817,RUT,5.24B,265.20M,9.71B,47.40,5.57,-,-,13448,Yes,Yes,20.60,13.85,2.77,0.54,3.14,26.73,7.58,1.20,1.30,0.44,0.22,7.22,13.23%,2.32,28.80%,7.44%,21.70%,9.20%,-14.40%,-10.30%,Aug 03 BMO,0.60%,5.15%,114.03%,-0.90%,5.10%,16.60%,14.10%,16.90%,4.10%,2.70%,0.00%,35.57M,35.20M,5.79% / 7.93,2.04M,149.00,81.11 - 151.95,-2.03%,83.54%,58.42,0.71,257.00K,3.00%,-0.24%,16.66%,17.34%,56.53%,48.46%,1.51,3.14,2.10% 2.07%,147.82,148.86
NSTG,20230817,RUT,136.12M,-165.70M,143.90M,-0.45,2.41,-,-,703,Yes,Yes,-,-,-,0.95,-,1.16,-,2.80,3.50,-,-,-3.53,32.00%,-0.56,-35.10%,-,-69.30%,2.10%,37.30%,-9.10%,Aug 03 AMC,0.80%,36.75%,95.61%,3.66%,-49.20%,-548.30%,-56.00%,39.20%,-,-,-,47.37M,46.77M,13.17% / 3.96,6.16M,12.86,2.80 - 16.47,-83.06%,-0.36%,28.47,0.80,1.55M,-11.43%,-35.57%,-67.22%,-75.76%,-82.01%,-64.99%,1.59,0.32,5.66% 8.35%,2.82,2.79
NSTS,20230817,-,48.56M,0.50M,6.90M,16.45,2.63,-,-,36,No,Yes,94.38,-,-,7.04,0.55,3.44,34.69,-,-,0.00,0.00,0.10,-,-,156.00%,-,-,-,46.20%,148.50%,-,15.99%,0.00%,8.40%,1.58%,0.20%,0.60%,7.00%,-,93.50%,6.90%,0.00%,4.99M,4.49M,0.07% / 0.66,0.00M,-,8.25 - 11.19,-19.03%,9.82%,47.30,1.94,4.87K,-0.66%,-0.33%,8.74%,-15.01%,-17.18%,-10.56%,-0.03,0.09,0.44% 0.67%,9.06,9.06
NTAP,20230817,S&P 500,15.83B,1.27B,6.36B,5.42,14.55,2.00,2.67%,12000,Yes,Yes,12.96,12.02,1.64,2.49,13.84,5.16,18.24,1.30,1.30,2.06,2.06,5.79,9.43%,1.37,41.50%,7.91%,10.40%,1.50%,-5.90%,-0.20%,Aug 23 AMC,0.20%,-10.57%,91.40%,-1.89%,13.10%,123.70%,34.60%,66.20%,16.00%,20.00%,34.00%,214.00M,210.08M,3.35% / 3.07,7.03M,76.05,58.08 - 80.53,-6.83%,29.18%,38.44,1.11,2.29M,-2.36%,-5.40%,14.71%,9.20%,0.35%,24.93%,1.20,1.32,1.33% 1.79%,75.41,75.03
NTB,20230817,RUT,1.47B,243.70M,494.50M,19.19,49.79,1.76,6.08%,1261,Yes,Yes,5.93,5.85,0.99,2.97,1.51,0.58,6.06,-,-,0.10,0.10,4.88,1.52%,1.17,31.60%,6.00%,9.20%,5.40%,49.30%,23.90%,Jul 31 AMC,1.36%,0.00%,72.50%,0.22%,1.80%,27.80%,32.50%,-,75.00%,49.30%,35.80%,49.52M,49.07M,2.12% / 4.81,1.04M,38.20,22.93 - 38.31,-24.48%,26.17%,43.34,0.76,216.59K,-3.98%,-4.14%,14.62%,-22.48%,-17.46%,-2.95%,1.40,0.79,1.77% 2.33%,28.37,28.93
NTCT,20230817,RUT,2.03B,62.60M,916.90M,28.39,5.35,-,-,2355,Yes,Yes,32.99,12.14,18.54,2.21,0.99,5.27,14.84,1.40,1.40,0.05,0.05,0.85,3.38%,0.54,70.90%,1.78%,73.60%,-1.50%,1.10%,40.40%,Jul 27 BMO,1.30%,-2.30%,95.53%,-1.28%,2.20%,3.10%,3.20%,76.50%,8.90%,6.80%,0.00%,71.54M,69.64M,1.21% / 2.19,0.84M,35.33,25.90 - 38.02,-25.80%,8.92%,42.17,0.72,386.10K,0.71%,-6.87%,-6.40%,-6.90%,-15.31%,-13.23%,0.70,0.55,1.27% 2.17%,27.96,28.21
NTGR,20230817,RUT,380.14M,-21.50M,853.00M,20.90,6.90,-,-,691,Yes,Yes,-,13.34,-,0.45,0.62,1.87,-,1.50,2.80,0.00,0.00,-0.74,423.30%,-0.04,-249.30%,-,-32.30%,-2.10%,-22.30%,0.80%,Jul 26 AMC,2.70%,-4.19%,93.10%,-4.35%,-2.20%,-3.50%,-11.30%,28.70%,-5.20%,-2.50%,-,29.32M,28.47M,2.21% / 2.42,0.63M,25.33,12.62 - 25.98,-50.23%,2.44%,38.32,1.15,259.32K,-0.84%,-11.86%,-6.51%,-33.49%,-49.96%,-28.60%,0.89,0.46,2.33% 3.71%,12.64,12.93
NTLA,20230817,RUT,3.30B,-453.40M,53.00M,12.53,10.25,-,-,598,Yes,Yes,-,-,-,62.22,2.97,3.63,-,9.40,9.40,0.00,0.00,-5.46,-10.30%,-1.49,-63.00%,30.00%,-26.80%,14.80%,-2.90%,-5.60%,Aug 03 BMO,5.34%,-0.16%,80.40%,-0.33%,-33.90%,-41.60%,-37.10%,-,-,-,-,88.19M,83.78M,7.63% / 6.89,6.40M,83.75,32.44 - 69.28,-46.26%,14.78%,33.18,0.65,927.71K,-5.87%,-18.39%,-15.00%,-10.89%,-41.98%,6.71%,1.83,1.55,2.54% 3.53%,37.75,37.23
NTNX,20230817,-,7.18B,-392.30M,1.75B,-3.36,5.72,-,-,6450,Yes,Yes,-,38.66,-,4.09,-,5.28,38.86,1.50,1.50,-,-,-1.71,62.92%,0.14,27.80%,-,-4.10%,13.30%,11.10%,39.90%,Aug 31 AMC,0.50%,0.00%,78.10%,0.67%,-16.50%,49.80%,-103.80%,81.20%,-18.80%,-22.40%,-,234.74M,230.95M,2.28% / 3.44,5.27M,34.52,17.26 - 33.73,-10.39%,75.14%,58.45,0.87,1.53M,1.75%,2.54%,15.07%,2.86%,67.57%,16.05%,1.29,0.81,2.54% 2.63%,30.26,30.23
NTRA,20230817,-,5.65B,-511.80M,931.00M,5.24,6.77,-,-,2958,Yes,Yes,-,-,-,6.07,9.92,7.68,-,3.70,3.80,0.61,0.47,-4.82,32.50%,-0.95,-6.90%,-,-16.60%,31.40%,31.90%,35.20%,Aug 03 AMC,1.50%,-8.63%,87.10%,1.97%,-41.20%,-88.50%,-50.80%,42.50%,-54.90%,-55.00%,-,113.69M,109.60M,6.40% / 6.81,7.02M,73.87,34.00 - 59.75,-13.02%,52.84%,53.82,0.52,1.03M,-2.57%,7.53%,4.69%,22.74%,-5.71%,29.38%,1.09,2.23,3.92% 4.01%,53.31,51.97
NTST,20230817,RUT,1.13B,4.90M,113.40M,19.58,0.20,0.82,4.85%,30,Yes,Yes,189.78,211.12,25.65,9.92,0.86,85.89,-,-,-,0.41,0.41,0.09,-27.27%,0.02,104.40%,7.40%,-,-,39.80%,-131.90%,Jul 26 AMC,0.30%,2.29%,118.08%,19.41%,0.30%,0.40%,0.30%,88.10%,10.40%,4.30%,860.60%,61.04M,60.59M,3.21% / 2.84,1.94M,20.90,17.04 - 21.24,-20.49%,-0.90%,37.01,0.55,684.29K,-5.22%,-4.52%,-5.96%,-14.05%,-20.98%,-7.86%,0.90,0.40,2.23% 2.32%,17.06,16.89
NTZ,20230817,-,74.87M,-5.30M,478.80M,8.34,-,-,-,4053,No,Yes,-,-,-,0.16,0.82,-,4.05,-,1.00,0.00,0.00,-0.46,-,-,-115.10%,-,55.30%,0.90%,-27.30%,-400.50%,Jun 02 AMC,53.50%,0.00%,16.70%,1.55%,-1.30%,-5.40%,3.30%,35.40%,1.40%,-1.10%,-,10.98M,4.82M,0.00% / 0.00,0.00M,-,4.40 - 9.37,-27.43%,54.55%,48.76,0.00,5.28K,0.00%,-2.16%,36.00%,-9.69%,-23.34%,-11.57%,1.63,0.25,0.75% 2.33%,6.80,6.80
NU,20230817,-,33.57B,-177.70M,5.53B,1.11,0.89,-,-,8049,Yes,Yes,-,24.54,-,6.07,6.43,8.03,53.67,-,-,3.18,0.12,-0.04,67.24%,0.04,-117.80%,-,-,-,84.50%,404.20%,Aug 15 AMC,9.14%,0.00%,66.00%,-2.40%,-0.60%,-3.60%,-1.70%,65.50%,0.00%,-3.20%,-,4.71B,3.29B,1.74% / 2.19,57.31M,8.04,3.39 - 8.29,-13.87%,110.62%,33.63,1.68,26.19M,-7.75%,-6.30%,15.53%,36.26%,29.35%,75.43%,1.17,0.31,5.51% 3.53%,7.64,7.14
NURO,20230817,-,6.87M,-5.40M,7.20M,2.72,2.27,-,-,27,No,Yes,-,-,-,0.95,0.29,0.35,-,17.10,18.40,0.00,0.00,-0.72,-,-,-38.80%,15.00%,64.90%,-13.50%,-19.00%,-17.80%,Jul 27 BMO,0.40%,0.00%,14.70%,0.79%,-22.80%,-24.40%,-20.30%,67.00%,-82.00%,-75.20%,-,8.58M,8.40M,0.13% / 0.10,0.01M,-,0.79 - 3.65,-78.30%,0.25%,27.91,0.37,110.07K,-8.53%,-18.36%,-19.18%,-54.46%,-77.50%,-46.85%,2.26,0.05,6.60% 5.04%,0.82,0.79
NUS,20230817,RUT,1.22B,70.10M,2.04B,17.93,5.02,1.56,6.45%,3800,Yes,Yes,17.16,9.13,2.52,0.60,1.35,4.82,608.87,0.90,1.80,0.57,0.41,1.41,8.03%,0.64,-27.60%,6.81%,-8.50%,-0.50%,-10.80%,-20.20%,Aug 01 AMC,0.60%,-38.58%,94.70%,-0.53%,3.80%,7.90%,9.70%,71.10%,3.20%,3.40%,105.80%,49.93M,49.29M,4.94% / 3.03,2.43M,31.50,24.26 - 47.31,-48.85%,-0.25%,22.31,0.54,802.55K,-4.61%,-17.91%,-34.08%,-46.67%,-48.44%,-42.60%,1.20,0.80,2.37% 2.99%,24.30,24.20
NUVA,20230817,RUT,1.97B,28.50M,1.23B,17.03,1.57,-,-,3000,Yes,Yes,92.04,15.00,5.38,1.61,2.25,24.46,-,0.60,1.30,0.89,0.50,0.42,15.69%,0.55,156.70%,17.10%,-8.90%,3.20%,2.40%,910.70%,Aug 02 AMC,0.27%,0.00%,104.78%,-2.06%,1.30%,3.30%,4.30%,71.70%,5.60%,2.30%,0.00%,52.42M,52.31M,12.33% / 10.82,6.45M,49.73,35.17 - 51.84,-25.96%,9.13%,35.35,0.57,595.94K,-2.04%,-11.03%,-6.55%,-15.65%,-26.16%,-6.94%,1.04,1.10,2.22% 2.87%,39.07,38.38
NUVB,20230817,RUT,379.90M,-90.40M,-,2.85,2.82,-,-,54,Yes,Yes,-,-,-,-,0.60,0.60,-,47.50,47.50,0.00,0.00,-0.41,-20.90%,-0.11,-9.60%,-,-,-,-,41.40%,Aug 03 AMC,26.90%,0.00%,65.40%,-8.40%,-13.60%,-14.00%,-,-,-,-,-,218.85M,160.09M,1.54% / 4.67,2.47M,4.08,1.52 - 3.09,-44.98%,11.84%,43.32,0.60,528.29K,-13.71%,-10.99%,8.97%,-21.66%,-41.58%,-11.46%,0.72,0.11,5.54% 6.32%,1.66,1.70
NUVL,20230817,RUT,2.36B,-100.10M,-,7.41,7.51,-,-,78,Yes,Yes,-,-,-,-,5.55,5.47,-,21.00,21.00,0.00,0.00,-1.85,-26.80%,-0.56,-71.80%,-,-,-,-,-33.90%,-,5.10%,-3.37%,89.20%,-1.16%,-24.50%,-25.60%,-,-,-,-,-,56.87M,48.89M,9.18% / 14.80,4.49M,51.40,14.92 - 50.58,-18.73%,175.54%,35.57,0.57,303.18K,-5.45%,-7.66%,4.08%,35.81%,146.76%,38.05%,1.42,2.11,4.85% 4.81%,41.92,41.11
